name,TempK,Sigma,SMILES
trimethyl orthophosphate,323,34.07,COP(=O)(OC)OC
diethyl benzylmalonate,293,35.04,CCOC(=O)C(CC1=CC=CC=C1)C(=O)OCC
ethyl 9-decynoate,303,30.94,CCOC(=O)CCCCCCCC#C
o-xylene,313,28.11,CC1=CC=CC=C1C
epichlorohydrin,283,38.4,C1C(O1)CCl
heptanoic,313,26.49,CCCCCCC(=O)O
Butylbenzene,363,22.05,CCCCC1=CC=CC=C1
guaiacol,423,27.1,COC1=CC=CC=C1O
"dipropyl 1,1-cyclobutanedicarboxylate",373,22.96,CCCOC(=O)C1(CCC1)C(=O)OCCC
Heptanal,303,25.84,CCCCCCC=O
isopropyl phenyl ether,288,31.34,CC(C)OC1=CC=CC=C1
methyl phenyl sulfide,303,39.1,CSC1=CC=CC=C1
dipentyl malate,313,27.29,CCCCCOC(=O)CC(C(=O)OCCCCC)O
propyl sulfide,288,26.81,CCCSCCC
Butyraldehyde,303,23.89,CCCC=O
Butyl Cyanoacetate,288,32.39,CCCCOC(=O)CC#N
ethyl thiocyanate,323,31.15,CCSC#N
levo-4-Phenyl-2-butanol,323,32.91,CC(CCC1=CC=CC=C1)O
"methyl 3,3-dimethylglutarate",318,28.99,CC(C)(CC(=O)OC)CC(=O)OC
1-bromohexane,363,21.11,CCCCCCBr
octadecane,323,26.07,CCCCCCCCCCCCCCCCCC
diisopentyl oxalate,293,28.09,CC(C)CCOC(=O)C(=O)OCCC(C)C
"2,2,4,4-tetramethylpentane",293,20.37,CC(C)(C)CC(C)(C)C
propyl 3-ethoxypropionate,293,27.25,CCCOC(=O)CCOCC
hexyl phenyl sulfide,343,38.09,CCCCCCSC1=CC=CC=C1
isopropyl phenyl ether,333,26.6,CC(C)OC1=CC=CC=C1
glycerol triacetate,333,33.02,CC(=O)OCC(COC(=O)C)OC(=O)C
Propyl Acetate,283,25.48,CCCOC(=O)C
ethyl octanoate,323,24.52,CCCCCCCC(=O)OCC
Butane,283,13.66,CCCC
o-xylene,373,21.5,CC1=CC=CC=C1C
"2,5-dimethylheptane",293,21.35,CCC(C)CCC(C)C
"3,3-dimethylpentane",293,19.6,CCC(C)(C)CC
4-hydroxyacetophenone,393,40.93,CC(=O)C1=CC=C(C=C1)O
dimethyl adipate,283,37.12,COC(=O)CCCCC(=O)OC
heptylamine,333,21.26,CCCCCCCN
3-hexyloxypropionitrile,303,29.52,CCCCCCOCCC#N
acetophenone,293,39.61,CC(=O)C1=CC=CC=C1
isobutylbenzene,353,21.7,CC(C)CC1=CC=CC=C1
4-methyl-3-penten-2-one oxime,363,24.62,CC(=CC(=NO)C)C
tetrachlorodifluoroethane,303,22.73,C(C(Cl)(Cl)Cl)(F)(F)Cl
"Ethyl 2-cyano-3,3-dipropylacrylate",298,31.94,CCCC(=C(C#N)C(=O)OCC)CCC
3-pentanone oxime,353,23.31,CCC(=NO)CC
p-methoxyphenol,393,35.1,COC1=CC=C(C=C1)O
dibutyl suberate,333,28.93,CCCCOC(=O)CCCCCCC(=O)OCCCC
1-phenyl-1-penten-3-one,473,23.63,CCC(=O)C=CC1=CC=CC=C1
methyl isovalerate,303,23.2,CC(C)CC(=O)OC
3-methylheptane,333,17.43,CCCCC(C)CC
Propyl Formate,303,23.41,CCCOC=O
3-hexanol,388,16.15,CCCC(CC)O
diethyl dextro-tartrate,323,34.96,C(C(C(C(O)O)O)OCC)OCC
o-chlorobenzyl phenyl ether,303,41.23,C1=CC=C(C=C1)OCC2=CC=CC=C2Cl
trimethyl orthophosphate,313,35.21,COP(=O)(OC)OC
Butyl Formate,293,25.03,CCCCOC=O
ethyl 2-acetovalerate,323,27.08,CCCC(C)(CC)C(=O)O
butyl cyclobutane,303,28.37,CCCCC1CCC1
triethyl orthophosphate,353,24.39,CCOP(=O)(OCC)OCC
n-propylaniline,363,28.15,CCCNC1=CC=CC=C1
triphenylphosphine,448,29.3,C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3
1-pentane sulfonyl chloride,298,32.6,CCCCCS(=O)(=O)Cl
methyl benzoate,323,34.24,COC(=O)C1=CC=CC=C1
diisopentyl oxalate,323,25.67,CC(C)CCOC(=O)C(=O)OCCC(C)C
ethylene glycol,313,46.65,C(CO)O
cumaldehyde,353,28.71,CC(C)C1=CC=C(C=C1)C=O
propiophenone,343,32.02,CCC(=O)C1=CC=CC=C1
benzoyl bromide,283,44.45,C1=CC=C(C=C1)C(=O)Br
hexyl formate,343,22.03,CCCCCCOC=O
4-ethyl-2-methylhexane,323,18.95,CCC(CC)CC(C)C
3-pentyloxypropionitrile,323,27.81,CCCCCOCCC#N
2-methylcyclohexanol,363,25.52,CC1CCCCC1O
1-hexadecene,298,27.32,CCCCCCCCCCCCCCC=C
Butyl Sulfate,343,26.77,CCCCOS(=O)(=O)[O-]
d-pinene,403,16.07,CC1=CCC2C1C2(C)C
azine of anisaldehyde,447,30.04,COc1ccc(C=NN=Cc2ccc(OC)cc2)cc1
m-ethyltoluene,373,20.24,CCC1=CC=CC(=C1)C
Methyl Myristate,293,29.4,CCCCCCCCCCCCCC(=O)OC
2-furaldehyde,333,38.45,C1=COC(=C1)C=O
"1,5-dibromopentane",293,40.56,C(CCBr)CCBr
"1,7-dibromoheptane",358,33.26,C(CCCBr)CCCBr
2-dodecyloxyethanol,293,29.6,CCCCCCCCCCCCOCCO
dipentyl carbonate,353,22.51,CCCCCOC(=O)OCCCCC
dipentyl carbonate,288,27.88,CCCCCOC(=O)OCCCCC
propyl nitrate,298,26.58,CCCO[N+](=O)[O-]
1-chloro-octane,363,20.99,CCCCCCCCCl
Methyl Myristate,343,23.4,CCCCCCCCCCCCCC(=O)OC
"2,3,4-trimethylpentane",293,21.16,CC(C)C(C)C(C)C
"2,4-pentanedione",293,30.99,CC(=O)CC(=O)C
benzenethiol,343,33,C1=CC=C(C=C1)S
tripropyl orthophosphate,393,20.13,CCCOP(=O)(OCCC)OCCC
"1,1-dibutoxyethane",303,23.51,CCCCOC(C)OCCCC
"methyl-1,1-cyclopropanecarboxylic acid",343,30.51,CC1(CC1)C(=O)O
o-chloranisole,298,38.6,COC1=CC=CC=C1Cl
3-ethylhexane,323,18.68,CCCC(CC)CC
propyl sulfide,323,23.18,CCCSCCC
"4,4-azoxydianisole",453,33.4,COC1=CC=C(C=C1)N=[N+](C2=CC=C(C=C2)OC)[O-]
butyl butoxyacetate,358,21.77,CCCCOCC(=O)OCCCC
3-methylcyclohexanol,313,26.56,CC1CCCC(C1)O
1-bromoheptane,343,23.87,CCCCCCCBr
decyl hexanoate,328,25.79,CCCCCCCCCCOC(=O)CCCCC
propionaldehyde oxime,313,27.7,CCC=NO
ethyl hexyl ether,303,21.33,CCCCCCOCC
"methyl trans-decahydro-2,2-naphthalenediacetate",358,30.21,CC(=O)OC1CCC2CCCCC2C1C(=O)OC
2-methylhexane,253,23.15,CCCCC(C)C
1-chlorodecane,373,21.46,CCCCCCCCCCCl
dipropyl acetylenedicarboxylate,313,30.27,CCCOC(=O)C#CC(=O)OCCC
m-dichlorobenzene,363,27.98,C1=CC(=CC(=C1)Cl)Cl
1-hexadecene,303,26.89,CCCCCCCCCCCCCCC=C
diethyl succinate,303,30.85,CCOC(=O)CCC(=O)OCC
3-(hexylamino)-propionitrile,313,28.35,CCCCCCNCCC#N
hexadecafluoroheptane,288,13.6,C(C(C(C(F)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F
"2,3,3-trimethylpentane",343,17.03,CCC(C)(C)C(C)C
trioctyl phosphite,293,28.31,CCCCCCCCOP(OCCCCCCCC)OCCCCCCCC
pentyl nitrite,298,22.21,CCCCCON=O
methyl levulinate,363,25.05,CC(=O)CCC(=O)OC
m-cresol,373,28.76,CC1=CC(=CC=C1)O
4-ethyl-3-methylhexane,293,23.27,CCC(C)C(CC)CC
dioctyl ether,343,23.58,CCCCCCCCOCCCCCCCC
ethyl alpha-campholanate,443,15.44,CCOC(=O)CC1CCC(C1(C)C)C
1-phenyldecane,373,23.91,CCCCCCCCCCC1=CC=CC=C1
propyl sulfite,373,21.27,CCCOS(=O)OCCC
ethane,133,24.48,CC
methyl nicotinate,358,33.72,COC(=O)C1=CN=CC=C1
"alpha,alpha-dichlorotoluene",303,38.15,C1=CC=C(C=C1)C(Cl)Cl
fluoroacetic acid,309,38.21,C(C(=O)O)F
phenyl propyl ether,333,27.93,CCCOC1=CC=CC=C1
p-chlorophenol,423,30.3,C1=CC(=CC=C1O)Cl
2-(2-hexyloxyethoxy)ethanol,293,29.6,CCCCCCOCCOCCO
ethyl 2-ethylacetoacetate,373,22.18,CCC(C(=O)C)C(=O)OCC
hexacosane,363,24.86,CCCCCCCCCCCCCCCCCCCCCCCCCC
isobutyl acetate,293,23.56,CC(C)COC(=O)C
butyl 3-butenoate,293,26.58,CCCCOC(=O)CC=C
Bis(2-methoxyethyl) ether,293,30.14,COCCOCCOC
dipropyl phosphonate,293,29.25,CCCO[P+](=O)OCCC
1-chloro-3-methylbutane,293,23.36,CC(C)CCCl
dichloroacetic acid,363,29.4,C(C(=O)O)(Cl)Cl
Methyl Acetate,283,26.66,CC(=O)OC
hexyl 3-ethoxypropionate,333,24.36,CCCCCCOC(=O)CCOCC
thymol,328,29.43,CC1=CC(=C(C=C1)C(C)C)O
pyrimidine,363,23.76,C1=CN=CN=C1
diethyl pentylmalonate,293,28.53,CCCCCC(C(=O)OCC)C(=O)OCC
hexyl formate,313,24.92,CCCCCCOC=O
"m-mentha-1,8-(9)-diene",303,25.94,CC1=CC(CC(C1)C(=C)C)C=C
diethyl glutarate,323,29.29,CCOC(=O)CCCC(=O)OCC
2-octylnaphthalene,333,30.49,CCCCCCCCC1=CC2=CC=CC=C2C=C1
dipropyl ethylmalonate,313,27.1,CCCOC(=O)C(CC)C(=O)OCCC
dipropyl octylphosphonate,333,25.36,CCCCCCCCP(=O)(OCCC)OCCC
trans-hexahydro-2-indanone,323,32.24,C1CCC2CC(=O)CC2C1
glycerol tristearate,383,25.19,CCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC
heptanenitrile,323,25.17,CCCCCCC#N
"ethyl 1,1-cyclohexanediacetate",358,27.33,CCOC(=O)CC1(CCCCC1)CC(=O)OCC
methyl pentyl ether,288,22.43,CCCCCOC
diethyl glutarate,293,32.32,CCOC(=O)CCCC(=O)OCC
diethylamine,313,18.14,CCNCC
triethylamine,323,17.74,CCN(CC)CC
propyl fumarate,313,29.09,CCCOC(=O)C=CC(=O)O
acetone oxime,293,29.26,CC(=NO)C
Butyl Sulfate,323,28.52,CCCCOS(=O)(=O)[O-]
o-ethyltoluene,363,22.79,CCC1=CC=CC=C1C
benzoyl bromide,293,43.06,C1=CC=C(C=C1)C(=O)Br
tripropyl phosphite,358,19.31,CCCOP(OCCC)OCCC
dimethyl propylmalonate,333,27.14,CCCC(C(=O)OC)C(=O)OC
5-chloro-5-methylnonane,318,24.41,CCCCC(C)(CCCC)Cl
chlorobenzene,373,24.06,C1=CC=C(C=C1)Cl
Ethyl Cyanoacetate,288,37.16,CCOC(=O)CC#N
"1,9-dibromononane",313,37.49,C(CCCCBr)CCCCBr
propyl nitrate,318,24.1,CCCO[N+](=O)[O-]
p-hydroxybenzaldehyde,333,48.09,C1=CC(=CC=C1C=O)O
formamide,373,50.71,C(=O)N
acetone,313,21.78,CC(=O)C
3-methyl-3-octanol,328,23.24,CCCCCC(C)(CC)O
1-chlorodecane,303,27.95,CCCCCCCCCCCl
p-cymene,293,29.44,CC1=CC=C(C=C1)C(C)C
"2,3-dimethylheptane",303,21.46,CCCCC(C)C(C)C
cycloheptanol,373,25.79,C1CCCC(CC1)O
ethyl alpha-campholanate,293,27.64,CCOC(=O)CC1CCC(C1(C)C)C
propanol,283,24.48,CCCO
nitrobenzene,393,32.46,C1=CC=C(C=C1)[N+](=O)[O-]
ethyl 3-butynoate,303,29.28,CCOC(=O)CC#C
"perfluoro-1,2-dimethylcyclohexane",298,15.5,C1(C(C(C(C(C1(F)F)(F)F)(F)F)(F)F)(C(F)(F)F)F)(C(F)(F)F)F
"1,1-diisobutoxyethane",293,22.4,CC(C)COC(C)OCC(C)C
1-chlorodecane,293,29.87,CCCCCCCCCCCl
"2,2,4-trimethylpentane",323,16.11,CC(C)CC(C)(C)C
3-butenoic acid,288,29.31,C=CCC(=O)O
ethyl methyl sulfide,283,26.34,CCSC
3-ethyl-2methylhexane,323,20.01,CCCC(CC)C(C)C
Benzyl Benzoate,473,26.77,C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2
Methyl m-hydroxybenzoate,373,37.82,COC(=O)C1=CC(=CC=C1)O
1-bromoheptane,303,27.79,CCCCCCCBr
propyl isobutyrate,343,18.72,CCCOC(=O)C(C)C
4-methyl-3-hexanol,338,20.8,CCC(C)C(CC)O
cymene,363,20.94,CC1=CC=C(C=C1)C(C)C
"2,2',2''-nitrilotriethanol",358,42.4,C(CO)N(CCO)CCO
1-pentyl acetate,323,22.69,CCCCCOC(=O)C
11-decyldocosane,363,24.6,CCCCCCCCCCCC(CCCCCCCCCC)CCCCCCCCCC
2-iodobutane,373,19.76,CCC(C)I
"2,3-dimethylheptane",313,20.51,CCCCC(C)C(C)C
methyl 2-pyridil ketone,293,39.65,CC(=O)C1=CC=CC=N1
"l-p-mentha-1,8-diene",423,15.5,C1=CC(=C(C)C1)C=C
ethyl sulfite,333,25.25,CCOS(=O)OCC
levo-2-pentyl-2-bromobutyrate,353,22.95,CCCC(C)OC(=O)CCCBr
dipropylamine,288,23.33,CCCNCCC
3-pentanone,313,24.77,CCC(=O)CC
pentylamine,293,25.2,CCCCCN
1-chloro-2-methylpropane,303,21.1,CC(C)CCl
glycerol trilinoleate,373,17.99,CCCCCC=CCC=CCCCCCCCC(=O)OCC(COC(=O)CCCCCCCC=CCC=CCCCCC)OC(=O)CCCCCCCC=CCC=CCCCCC
Ethyl salicylate,473,19.18,CCOC(=O)C1=CC=CC=C1O
4-heptanone oxime,343,23.6,CCCC(=NO)CCC
3-chloro-3-methylnonane,273,28.7,CCCCCCC(C)(CC)Cl
benzaldehyde,293,38.54,C1=CC=C(C=C1)C=O
diisopentyl oxalate,283,28.89,CC(C)CCOC(=O)C(=O)OCCC(C)C
pentanol,353,20.55,CCCCCO
propyl phenylacetate,353,28.22,CCCOC(=O)CC1=CC=CC=C1
N-methyl-N-nitrosoaniline,343,39.31,CN(C1=CC=CC=C1)N=O
ethyl propyl ether,303,18.76,CCCOCC
dipropyl propylmalonate,313,26.81,CCCC(CCC)(C(=O)OCCC)C(=O)OCCC
propionic acid,313,24.71,CCC(=O)O
4-methylcyclohexanone,373,23.48,CC1CCC(=O)CC1
1-nonanol,313,26.75,CCCCCCCCCO
o-cresol,403,26.29,CC1=CC=CC=C1O
Methyl disulfide,333,28.69,CSSC
"2,2,3-trimethylpentane",333,14.86,CCC(C)C(C)(C)C
isopropyl nicotinate,358,26.62,CC(C)OC(=O)C1=CN=CC=C1
2-hexanone,313,23.81,CCCCC(=O)C
trimethyl orthophosphate,288,38.05,COP(=O)(OC)OC
isopropyl acetate,333,18.01,CC(C)OC(=O)C
2-hexanol,318,22.53,CCCCC(C)O
(2-bromoethyl)-benzene,303,37.82,C1=CC=C(C=C1)CCBr
diethyl pentylmalonate,373,21.77,CCCCCC(C(=O)OCC)C(=O)OCC
"1,2,3-trimethylbenzene",283,29.87,CC1=C(C(=CC=C1)C)C
1-octadecene,303,27.29,CCCCCCCCCCCCCCCCC=C
isopropyl disulfide,293,28.37,CC(C)SSC(C)C
alpha-bromotoluene,343,25.67,C1=CC=C(C=C1)CBr
heptylamine,343,20.48,CCCCCCCN
2-bromopropane,313,21.48,CC(C)Br
Ethyl 2-cyano-3-ethylvalerate,393,21.76,CCC(CC)C(C#N)C(=O)OCC
1-pentyl acetate,303,24.68,CCCCCOC(=O)C
propyl bromoacetate,363,24.56,CCCOC(=O)CBr
ethyl cyclobutanecarboxylate,373,20.58,CCOC(=O)C1CCC1
"3-ethyl-2,4-dimethylpentane",323,19.98,CCC(C(C)C)C(C)C
hexylamine,313,24.22,CCCCCCN
tert-butylcyclohexane,283,27.63,CC(C)(C)C1CCCCC1
dipropyl propylphosphonate,313,26.19,CCCOP(=O)(CCC)OCCC
m-fluorotoluene,313,27.28,CC1=CC(=CC=C1)F
allyl butyrate,303,25.09,CCCC(=O)OCC=C
isopropylamine,263,20.88,CC(C)N
"N,N-dimethyl-o-nitroaniline",413,30.43,CN(C)C1=CC=CC=C1[N+](=O)[O-]
hexyl orthophosphate,313,26.56,O=P(OCCCCCC)(OCCCCCC)OCCCCCC
ethyl citraconate,333,28.12,C/C(=C\C(=O)OCC)/C(=O)OCC
benzoyl bromide,313,40.26,C1=CC=C(C=C1)C(=O)Br
2-isopropylnaphthalene,358,29.49,CC(C)C1=CC2=CC=CC=C2C=C1
isobutyl isobutyrate,313,25.84,CC(C)COC(=O)C(C)C
dicyclohexylamine,323,30.82,C1CCC(CC1)NC2CCCCC2
butyl iodoacetate,343,28.32,CCCCOC(=O)CI
p-methoxybenzene,333,32.5,COC1=CC=C(C=C1)
butyl thienyl ketone,333,32.19,CCCCC(=O)C1=CC=CS1
pyrocatechol,403,36.6,C1=CC=C(C(=C1)O)O
2-pentyl-pyridine,313,29.02,CCCCCC1=CC=CC=N1
methylenecyclohexane,313,24.61,C=C1CCCCC1
"1,1-dipropoxyethane",288,23.57,CCCOC(C)OCCC
suberonitrile,293,43.81,C(CCCC#N)CCC#N
ethyl pyrotartate,323,26.87,COC(=O)CC(C)C(=O)OCC
methyl 2-naphthaleneacetate,293,43.85,Cc1ccc2ccccc2c1CC(=O)OC
Methyl thiosulfite,295,32.64,COS(=S)[O-]
1-undecene,313,23.05,CCCCCCCCCC=C
isopropyl sulfide,293,23.18,CC(C)SC(C)C
Propyl thiosulfite,293,29.6,CCCOS(=S)OCCC
"1,3-dichloropropane",293,33.93,C(CCl)CCl
methyl isobutyrate,303,22.6,CC(C)C(=O)OC
glycerol triacetate,383,28.97,CC(=O)OCC(COC(=O)C)OC(=O)C
benzoyl bromide,423,24.89,C1=CC=C(C=C1)C(=O)Br
"1,8-dibromo-octane",333,35.63,C(CCCCBr)CCCBr
dipropyl succinate,293,30.68,CCCOC(=O)CCC(=O)OCCC
N-methyl-N-nitrosoaniline,363,36.99,CN(C1=CC=CC=C1)N=O
alpha-bromotoluene,313,29.66,C1=CC=C(C=C1)CBr
isopentylamine,313,21.81,CC(C)CCN
bicyclohexane,323,29.88,C1CCC(CC1)C2CCCCC2
"2,2-dimethylheptane",333,17.17,CCCCCC(C)(C)C
o-toluidine,323,37.4,CC1=CC=CC=C1N
isopentyl hydrocinnamate,303,30.88,CC(C)CCOC(=O)CCC1=CC=CC=C1
butyl sulfide,303,26.3,CCCCSCCCC
eicosane,303,28.04,CCCCCCCCCCCCCCCCCCCC
ethyl nicotinate,293,37.8,CCOC(=O)C1=CN=CC=C1
"N,N-dipropylaniline",353,27.1,CCCN(CCC)C1=CC=CC=C1
propyl phenylacetate,293,34.29,CCCOC(=O)CC1=CC=CC=C1
butyl ethyl carbonate,363,20.07,CCCCOC(=O)OCC
diethyl carbonate,303,25.32,CCOC(=O)OCC
buty glycolate,293,30.43,CCCCOC(=O)CO
levo-1-Phenyl-2-butanol,333,30.22,CCC(CC1=CC=CC=C1)O
1-nitropropane,283,31.68,CCC[N+](=O)[O-]
pentyl 3-propoxypropionate,293,27.1,CCCCCOC(=O)CCOCCC
veratrole,333,30.5,COC1=CC=CC=C1OC
cycloheptanol,363,26.71,C1CCCC(CC1)O
hexyl isonicotinate,313,31.73,CCCCCCOC(=O)C1=CC=NC=C1
butyl allylmalonate,323,26.33,CCCC(=O)C(CC=C)C(=O)OCC
triethyl aconitate,373,26.42,CCOC(=O)CC(=CC(=O)OCC)C(=O)OCC
"1,3-dibromopropane",358,32.13,C(CBr)CBr
4-butyl-pyridine,333,28.56,CCCCC1=CC=NC=C1
2-chloropropane,283,20.49,CC(C)Cl
propyl benzoate,333,30.14,CCCOC(=O)C1=CC=CC=C1
5-chloro-5-propyldecane,298,26.99,CCCCCC(CCC)(CCCC)Cl
pentyl 3-ethoxypropionate,358,21.83,CCCCCOC(=O)CCOCC
ethyl 3-butenoate,303,25.05,CCOC(=O)CC=C
dimethyl methylmalonate,323,29.9,CC(C(=O)OC)C(=O)OC
l-pinene,293,26.39,CC1=CC[C@H]2C[C@@H]1C2(C)CÊ
p-chloranisole,393,36.1,COC1=CC=C(C=C1)Cl
p-cresol,313,34.88,CC1=CC=C(C=C1)O
cyclopentyl ethyl ether,303,25.06,CCOC1CCCC1
Ethyl Cyanoacetate,393,25.7,CCOC(=O)CC#N
1-nitropropane,333,26.53,CCC[N+](=O)[O-]
p-xylene,353,22.1,CC1=CC=C(C=C1)C
4-methylheptane,323,18.17,CCCC(C)CCC
glycerol tridecanoate,313,27.64,CCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCC)OC(=O)CCCCCCCCC
acetaldehyde oxime,303,30.83,CC=NO
isobutyl ricinoleate,293,31.54,CCCCCCC(CC=CCCCCCCCC(=O)OCC(C)C)O
p-chloranisole,373,38.3,COC1=CC=C(C=C1)Cl
"2,6-dibenzyl-p-cresol",323,39.24,CC1=CC(=C(C(=C1)CC2=CC=CC=C2)O)CC3=CC=CC=C3
glycerol 1-palmitate,353,22.12,CCCCCCCCCCCCCCCC(=O)OCC(CO)O
decylcyclohexane,363,23.77,CCCCCCCCCCC1CCCCC1
"2,4-dimethylpentane",323,15.23,CC(C)CC(C)C
"2,5-xylenol",373,28.22,CC1=CC(=C(C=C1)C)O
p-anisaldehyde,403,31.08,COC1=CC=C(C=C1)C=O
isopentylamine,363,16.79,CC(C)CCN
"2,2,3-trimethylpentane",333,17.09,CCC(C)C(C)(C)C
"1,1-diethoxyethane",288,21.91,CCOC(C)OCC
dibutyl maleate,313,29,CCCCOC(=O)C=CC(=O)OCCCC
cyclohexyl acetate,363,23.48,CC(=O)OC1CCCCC1
"ethyl 2-methyl-1,1-cyclohexanediacetate",313,31.48,CC1(CCCCC1)CC(=O)OCC
trans-hexahydro-2-methyleneindan,363,22.44,C=C1CC2CCCC2C1
aniline,353,36.15,C1=CC=C(C=C1)N
3-(butylamino)-propionitrile,333,27.51,CCCCNCCC#N
1-bromopentane,333,23.22,CCCCCBr
pentyl thiophene-2-carboxylate,293,32.52,CCCCCOC(=O)C1=CC=CS1
Methyl disulfide,303,32.72,CSSC
1-bromoundecane,343,25.91,CCCCCCCCCCCBr
hexyl methyl ether,363,16.27,CCCCCCOC
cis-decahydronaphthalene,373,24.04,C1CCC2CCCCC2C1
1-chloro-3-methylbutane,353,16.9,CC(C)CCCl
diisobutyl maleate,333,25.38,CC(C)COC(=O)C=CC(=O)OCC(C)C
Dodecyl alcohol,323,27.51,CCCCCCCCCCCCO
1-bromo-2-ethoxy-ethane,353,22.95,CCOCCBr
4-hydroxy-3-methoxybenzaldehyde,433,31.23,COC1=C(C=CC(=C1)C=O)O
11-decyldocosane,293,30.2,CCCCCCCCCCCC(CCCCCCCCCC)CCCCCCCCCC
2-pentanone oxime,343,24.35,CCCC(=NO)C
"1,2-dichloropropane",358,20.88,CC(CCl)Cl
ethyl propyl carbonate,288,27.11,CCCOC(=O)OCC
"2,3-dimethylpentane",263,22.95,CCC(C)C(C)C
diisopentyl ether,323,20.4,CC(C)CCOCCC(C)C
2-nitropropane ,303,28.68,CC(C)[N+](=O)[O-]
1-nonanol,293,28.27,CCCCCCCCCO
"2,4-dichlorophenol",423,24.7,C1=CC(=C(C=C1Cl)Cl)O
diethyl sebacate,333,28.93,CCOC(=O)CCCCCCCCC(=O)OCC
isovaleraldehyde,363,16.6,CC(C)CC=O
1-vinylnaphthalene,413,31.18,C=CC1=CC=CC2=CC=CC=C21
chlorobenzene,283,34.78,C1=CC=C(C=C1)Cl
"3,3-dimethylheptane",303,21.13,CCCCC(C)(C)CC
isobutyl sulfide,303,24.01,CC(C)CSCC(C)C
"3,4,5-trimethylisoxazole",323,29.93,CC1=C(ON=C1C)C
ethyl pentyl ether,323,19.23,CCCCCOCC
tert-butyl disulfide,288,28.01,CC(C)(C)SSC(C)(C)C
tert-butylamine,303,15.33,CC(C)(C)N
pyridazine,323,45.37,C1=CC=NN=C1
2-pentanone O-ethyloxime,303,22.59,CCCC(=NOCC)C
Dimethyl Ether,238,20.14,COC
benzenesulfonyl fluoride,323,34.39,C1=CC=C(C=C1)S(=O)(=O)F
Ethylene,143,21.37,C=C
m-bromophenol,333,40,C1=CC(=CC(=C1)Br)O
levo-2-pentyl-2-bromobutyrate,323,25.65,CCCC(C)OC(=O)CCCBr
diethyl O-hexanoyl-l-malate,343,25.35,CCOC(=O)CC(O)C(OC(=O)CCCCCC)C(=O)OCC
tripentyl phosphite,358,21.44,CCCCCOP(OCCCCC)OCCCCC
N-methyl-p-nitroaniline,433,46.01,CNC1=CC=C(C=C1)[N+](=O)[O-]
diisobutylamine,288,22.63,CC(C)CNCC(C)C
bis(2-propoxyethyl)phosphonate,293,30.97,C(CCOC(C)C)OCP(=O)(OCCCC)OCCCC
hexyl phenyl ether,323,28.61,CCCCCCOC1=CC=CC=C1
methyl pentadecanoate,328,25.93,CCCCCCCCCCCCCCC(=O)OC
dihexyl ethyl phosphonate,333,25.32,CCCCCCOP(CC)OCCCCCC
tert-pentylbenzene,293,29.02,CCC(C)(C)C1=CC=CC=C1
methyl 3-methylglutarate,308,32.12,CC(CC(=O)[O-])CC(=O)OC
1-bromododecane,353,25.53,CCCCCCCCCCCCBr
"2-propyn-1-ol, propionate",358,23.44,CCC(=O)OCC#C
p-bromotoluene,363,27.43,CC1=CC=C(C=C1)Br
2-bromothiophene,358,30.53,C1=CSC(=C1)Br
ethanesulfonic acid,318,42.03,CCS(=O)(=O)O
1-chloropentane,283,26.01,CCCCCCl
1-chloroundecane,333,25.71,CCCCCCCCCCCCl
isobutyl acetate,353,17.49,CC(C)COC(=O)C
hexyl 3-methoxypropionate,358,23.05,CCCCCCOC(=O)CCOC
propyl 3-hexyloxypropionate,313,25.98,CCCCCCOCCC(=O)OCCC
3-methyl-1-butanol,363,18.38,CC(C)CCO
3-methylbutyl trichloroacetate,313,26.69,CC(C)CCOC(=O)C(Cl)(Cl)Cl
Ethyl dimethylphosphoramidochloridate_,293,34.9,CCOP(=O)(Cl)N(C)C
1-nonene,333,19.27,CCCCCCCC=C
isobutyl isobutyrate,293,28.38,CC(C)COC(=O)C(C)C
"1,2,3-trimethylbenzene",293,28.83,CC1=C(C(=CC=C1)C)C
p-anisaldehyde,453,25.84,COC1=CC=C(C=C1)C=O
valeronitrile,293,27.44,CCCCC#N
propyl citraconate,293,31.08,CCOC(=O)/C=C(/C)C(=O)OCCÊ
Tetrahydrofurfuryl alcohol,413,25.85,C1CC(OC1)CO
diheptyl ether,323,24.43,CCCCCCCOCCCCCCC
3-methylheptane,283,22.28,CCCCC(C)CC
benzaldehyde,353,32,C1=CC=C(C=C1)C=O
1-bromo-2-methylpropane,283,25.9,CC(C)CBr
m-nitroaniline,473,35.69,C1=CC(=CC(=C1)[N+](=O)[O-])N
4-chloro-4-methylheptane,328,21.94,CCCC(C)(CCC)Cl
isopentyl hydrocinnamate,333,28.26,CC(C)CCOC(=O)CCC1=CC=CC=C1
3-methylthiophene,333,27.5,CC1=CSC=C1
diethyl adipate,353,26.09,CCOC(=O)CCCCC(=O)OCC
m-methoxyphenol,333,39.3,COC1=CC=CC(=C1)O
Propyl propioate,293,24.74,CCC(=O)OCCC
ethyl cinnamate,323,34.76,CCOC(=O)C=CC1=CC=CC=C1
